cluster_no	bat_old	bat_young	brain_old	brain_young	epi_old	epi_young	heart_old	heart_young	kidney_old	kidney_young	liver_old	liver_young	lung_old	lung_young	skm_old	skm_young	spleen_old	spleen_young	subQ_old	subQ_young
106	0	0	7.6923076923076925	15.384615384615385	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	23.076923076923077	15.384615384615385	0	0	0	15.384615384615385	15.384615384615385	30.76923076923077	23.076923076923077	23.076923076923077
107	7.6923076923076925	0	0	15.384615384615385	15.384615384615385	23.076923076923077	0	0	23.076923076923077	15.384615384615385	0	0	15.384615384615385	15.384615384615385	7.6923076923076925	0	0	15.384615384615385	0	0
108	0	8.333333333333332	33.33333333333333	41.66666666666667	16.666666666666664	8.333333333333332	8.333333333333332	8.333333333333332	16.666666666666664	16.666666666666664	25	8.333333333333332	8.333333333333332	16.666666666666664	0	8.333333333333332	8.333333333333332	33.33333333333333	16.666666666666664	0
109	8.333333333333332	16.666666666666664	16.666666666666664	16.666666666666664	0	0	8.333333333333332	8.333333333333332	8.333333333333332	0	8.333333333333332	0	0	16.666666666666664	8.333333333333332	0	8.333333333333332	0	8.333333333333332	8.333333333333332
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	8.333333333333332	16.666666666666664	8.333333333333332	16.666666666666664	16.666666666666664	8.333333333333332	0	8.333333333333332	8.333333333333332	8.333333333333332	8.333333333333332	8.333333333333332	0	8.333333333333332	8.333333333333332	8.333333333333332	0	8.333333333333332	33.33333333333333	25
113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	8.333333333333332	8.333333333333332	8.333333333333332	25	8.333333333333332	8.333333333333332	0	0	0	16.666666666666664	8.333333333333332	25	8.333333333333332	16.666666666666664	8.333333333333332	8.333333333333332	16.666666666666664	0	16.666666666666664	25
115	0	0	0	8.333333333333332	0	16.666666666666664	8.333333333333332	0	8.333333333333332	0	0	0	0	25	0	0	0	8.333333333333332	0	0
116	25	25	33.33333333333333	16.666666666666664	25	16.666666666666664	25	16.666666666666664	41.66666666666667	25	8.333333333333332	0	25	41.66666666666667	8.333333333333332	8.333333333333332	8.333333333333332	16.666666666666664	25	16.666666666666664
117	0	0	9.090909090909092	0	9.090909090909092	18.181818181818183	0	0	0	0	9.090909090909092	18.181818181818183	9.090909090909092	9.090909090909092	9.090909090909092	0	0	0	0	0
118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	9.090909090909092
119	9.090909090909092	9.090909090909092	18.181818181818183	9.090909090909092	9.090909090909092	0	18.181818181818183	18.181818181818183	0	0	0	9.090909090909092	0	9.090909090909092	0	18.181818181818183	0	0	36.36363636363637	9.090909090909092
120	9.090909090909092	0	0	9.090909090909092	18.181818181818183	0	0	0	0	0	0	9.090909090909092	0	9.090909090909092	9.090909090909092	9.090909090909092	18.181818181818183	18.181818181818183	0	9.090909090909092
121	0	0	0	0	9.090909090909092	0	9.090909090909092	0	27.27272727272727	18.181818181818183	0	0	0	18.181818181818183	9.090909090909092	0	9.090909090909092	27.27272727272727	9.090909090909092	27.27272727272727
122	0	0	0	9.090909090909092	0	0	0	0	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	9.090909090909092	0
123	27.27272727272727	45.45454545454545	9.090909090909092	18.181818181818183	18.181818181818183	18.181818181818183	18.181818181818183	0	9.090909090909092	27.27272727272727	18.181818181818183	9.090909090909092	9.090909090909092	9.090909090909092	9.090909090909092	9.090909090909092	18.181818181818183	9.090909090909092	27.27272727272727	9.090909090909092
124	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	9.090909090909092	0	9.090909090909092	0	0	18.181818181818183	0	0	9.090909090909092	0	18.181818181818183	9.090909090909092	0	18.181818181818183	0	0	9.090909090909092	18.181818181818183	0	0
126	9.090909090909092	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092
127	27.27272727272727	27.27272727272727	0	18.181818181818183	27.27272727272727	9.090909090909092	18.181818181818183	18.181818181818183	18.181818181818183	18.181818181818183	18.181818181818183	27.27272727272727	18.181818181818183	18.181818181818183	18.181818181818183	9.090909090909092	0	0	27.27272727272727	27.27272727272727
